Effective Date,MMM US,ABT US,ABBV US,ATVI US,ADBE US,AAP US,AMD US,AES US,AFL US,A US,APD US,AKAM US,ALK US,ALB US,ARE US,ALGN US,ALLE US,LNT US,ALL US,GOOGL US,GOOG US,MO US,AMZN US,AMCR US,AEE US,AAL US,AEP US,AXP US,AIG US,AMT US,AWK US,AMP US,ABC US,AME US,AMGN US,APH US,ADI US,ANSS US,AON US,APA US,AAPL US,AMAT US,APTV US,ACGL US,ADM US,ANET US,AJG US,AIZ US,T US,ATO US,ADSK US,ADP US,AZO US,AVB US,AVY US,BKR US,BALL US,BAC US,BK US,BBWI US,BAX US,BDX US,BRK/B US,BBY US,BIO US,TECH US,BIIB US,BLK US,BA US,BKNG US,BWA US,BXP US,BSX US,BMY US,AVGO US,BR US,BRO US,BF/B US,CHRW US,CDNS US,CZR US,CPT US,CPB US,COF US,CAH US,KMX US,CCL US,CARR US,CTLT US,CAT US,CBOE US,CBRE US,CDW US,CE US,CNC US,CNP US,CDAY US,CF US,CRL US,CHTR US,CVX US,CMG US,CB US,CHD US,CINF US,CTAS US,CSCO US,C US,CFG US,CLX US,CME US,CMS US,KO US,CTSH US,CL US,CMCSA US,CMA US,CAG US,COP US,ED US,STZ US,CEG US,COO US,CPRT US,GLW US,CTVA US,CSGP US,COST US,CTRA US,CCI US,CSX US,CMI US,CVS US,DHR US,DRI US,DVA US,DE US,DAL US,XRAY US,DVN US,DXCM US,FANG US,DLR US,DFS US,DISH US,DG US,DLTR US,D US,DPZ US,DOV US,DOW US,DHI US,DTE US,DUK US,DD US,DXC US,EMN US,ETN US,EBAY US,ECL US,EIX US,EW US,EA US,ELV US,LLY US,EMR US,ENPH US,ETR US,EOG US,EPAM US,EQT US,EFX US,EQIX US,EQR US,ESS US,EL US,ETSY US,RE US,EVRG US,ES US,EXC US,EXPE US,EXPD US,EXR US,XOM US,FFIV US,FDS US,FAST US,FRT US,FDX US,FIS US,FITB US,FRC US,FSLR US,FE US,FISV US,FLT US,FMC US,F US,FTNT US,FTV US,FOXA US,FOX US,BEN US,FCX US,GRMN US,IT US,GEHC US,GEN US,GNRC US,GD US,GE US,GIS US,GM US,GPC US,GILD US,GPN US,GL US,GS US,HAL US,HIG US,HAS US,HCA US,PEAK US,HSIC US,HSY US,HES US,HPE US,HLT US,HOLX US,HD US,HON US,HRL US,HST US,HWM US,HPQ US,HUM US,JBHT US,HBAN US,HII US,IEX US,IDXX US,ITW US,ILMN US,INCY US,IR US,INTC US,ICE US,IP US,IPG US,IBM US,IFF US,INTU US,ISRG US,IVZ US,INVH US,IQV US,IRM US,JKHY US,J US,SJM US,JNJ US,JCI US,JPM US,JNPR US,K US,KDP US,KEY US,KEYS US,KMB US,KIM US,KMI US,KLAC US,KHC US,KR US,LHX US,LH US,LRCX US,LW US,LVS US,LDOS US,LEN US,LNC US,9995214D US,LYV US,LKQ US,LMT US,L US,LOW US,LUMN US,LYB US,MTB US,MRO US,MPC US,MKTX US,MAR US,MMC US,MLM US,MAS US,MA US,MTCH US,MKC US,MCD US,MCK US,MDT US,MRK US,META US,MET US,MTD US,MGM US,MCHP US,MU US,MSFT US,MAA US,MRNA US,MHK US,MOH US,TAP US,MDLZ US,MPWR US,MNST US,MCO US,MS US,MOS US,MSI US,MSCI US,NDAQ US,NTAP US,NFLX US,NWL US,NEM US,NWSA US,NWS US,NEE US,NKE US,NI US,NDSN US,NSC US,NTRS US,NOC US,NCLH US,NRG US,NUE US,NVDA US,NVR US,NXPI US,ORLY US,OXY US,ODFL US,OMC US,ON US,OKE US,ORCL US,OGN US,OTIS US,PCG US,PCAR US,PKG US,PARA US,PH US,PAYX US,PAYC US,PYPL US,PNR US,PEP US,PKI US,PFE US,PM US,PSX US,PNW US,PXD US,PNC US,POOL US,PPG US,PPL US,PFG US,PG US,PGR US,PLD US,PRU US,PTC US,PEG US,PSA US,PHM US,QRVO US,QCOM US,PWR US,DGX US,RL US,RJF US,RTX US,O US,REG US,REGN US,RF US,RSG US,RMD US,RHI US,ROK US,ROL US,ROP US,ROST US,RCL US,SPGI US,CRM US,SBAC US,SLB US,SCHW US,STX US,SEE US,SRE US,NOW US,SHW US,SBNY US,SPG US,SWKS US,AOS US,SNA US,SEDG US,SO US,LUV US,SWK US,SBUX US,STT US,STLD US,STE US,SYK US,SIVBQ US,SYF US,SNPS US,SYY US,TROW US,TMUS US,TTWO US,TPR US,TRGP US,TGT US,TEL US,TDY US,TFX US,TER US,TSLA US,TXN US,TXT US,CI US,TMO US,TJX US,TSCO US,TT US,TDG US,TRV US,TRMB US,TFC US,TYL US,TSN US,UDR US,ULTA US,UNP US,UAL US,UPS US,URI US,UNH US,UHS US,USB US,USD,VLO US,VTR US,VRSN US,VRSK US,VZ US,VRTX US,VFC US,VTRS US,VICI US,V US,VNT US,VMC US,WAB US,WBA US,WMT US,DIS US,WBD US,WM US,WAT US,WEC US,WFC US,WELL US,WST US,WDC US,WRK US,WY US,WHR US,WMB US,WTW US,WRB US,GWW US,WYNN US,XEL US,XYL US,YUM US,ZBRA US,ZBH US,ZION US,ZTS US
29/12/2017,235.37,57.07,96.71,63.32,175.24,99.69,10.28,10.83,43.89,66.97,164.08,65.04,73.51,127.89,130.59,222.19,79.56,42.61,104.71,52.67,52.32,71.41,58.474,#N/A,58.99,52.03,73.57,99.31,59.58,142.67,91.49,169.47,91.82,72.47,173.9,43.9,89.03,147.59,134,42.22,42.308,51.12,84.83,30.2567,40.08,58.895,63.28,100.84,29.3457,85.89,104.83,117.19,711.37,178.41,114.86,31.64,37.85,29.52,53.86,48.6688,64.64,208.696,198.22,68.47,238.67,32.388,318.57,513.71,294.91,1737.74,51.09,130.03,24.79,61.28,256.9,90.58,25.73,54.936,89.09,41.82,33.15,92.06,48.11,99.58,61.27,64.13,66.37,#N/A,41.08,157.58,124.59,43.31,69.49,107.08,50.44,28.36,#N/A,42.54,109.45,335.96,125.19,289.03,146.13,50.17,74.97,155.83,38.3,74.41,41.98,148.74,146.05,47.3,45.88,71.02,75.45,40.05,86.81,37.67,54.89,84.95,228.57,#N/A,217.88,21.595,31.99,#N/A,29.695,186.12,28.6,111.01,18.3367,176.64,72.5,92.82,96.02,72.25,156.51,56,65.83,41.4,14.3475,126.25,113.9,76.92,47.5599,93.01,107.31,81.06,188.96,81.517,#N/A,51.07,93.1339,84.11,101.3322,82.0832,92.64,79.01,37.74,134.18,63.24,37.57,105.06,225.01,84.46,69.69,2.41,81.39,107.91,107.43,30.9839,117.92,453.22,63.77,241.37,127.24,20.45,221.26,52.8,63.18,28.102,119.77,64.69,87.45,83.64,131.22,192.76,27.345,132.81,249.54,94.09,30.34,#N/A,67.52,30.62,65.565,192.43,82.0316,12.49,8.738,60.4966,#N/A,#N/A,43.33,18.96,59.57,123.15,#N/A,28.06,49.52,203.45,104.7145,59.29,40.99,95.01,71.64,100.24,90.71,254.76,48.87,56.28,90.89,87.84,26.08,54.78,113.51,47.47,14.36,79.86,42.75,189.53,146.8347,36.39,19.85,22.7301,21.01,248.07,114.98,14.56,235.7,131.97,156.38,166.85,218.49,94.71,33.93,46.16,70.56,54.8627,20.16,146.5413,152.61,157.78,121.647,36.54,23.57,97.9,37.73,116.96,65.96,124.24,139.72,38.11,106.94,28.5,67.98,97.06,20.17,41.6,120.66,18.15,18.07,105.07,77.76,27.45,141.65,159.51,184.07,56.45,69.49,64.57,63.24,76.87,154.68,42.57,40.67,321.05,50.03,92.94,16.68,110.32,170.99,16.93,65.98,201.75,135.73,81.39,221.04,43.94,151.36,#N/A,50.955,172.12,155.95,80.75,53.6549,176.46,50.56,619.52,33.39,43.94,41.12,85.54,100.56,#N/A,275.9,76.68,82.07,42.8,112.36,31.645,147.61,52.47,25.66,90.34,126.54,25.61,55.32,191.96,30.9,37.52,16.21,16.6,39.0475,62.55,25.67,146.4,144.9,99.89,306.91,53.25,28.48,63.58,48.375,3508.22,117.09,240.54,73.66,87.7,72.83,20.94,53.45,47.28,#N/A,#N/A,44.83,47.3867,120.55,59,199.58,68.08,80.33,73.62,47.4229,119.92,#N/A,34.3347,105.65,101.15,85.18,172.85,144.29,129.65,116.82,30.95,70.56,91.88,56.32,64.51,114.98,60.77,51.5,209,33.25,66.6,64.02,39.11,98.49,103.69,59.5333,75.243,55.2171,69.18,375.96,17.28,67.61,84.69,55.54,196.35,20.68,259,80.25,119.28,169.4,102.23,163.36,67.39,51.37,41.84,49.3,106.92,130.39,136.68,137.26,171.74,94.95,61.28,174.3,37.55,48.09,65.45,169.69,57.43,97.61,43.13,87.47,154.84,233.77,38.61,85.24,60.73,104.93,63.3926,109.78,44.23,48.42,65.25,95.04,181.15,248.82,41.87,20.757,104.44,56.59,203.09,189.88,38.23,74.75,69.1916,274.62,135.64,40.64,49.72,177.05,81.07,38.52,223.66,134.1,67.4,119.15,171.91,220.46,113.35,53.58,12.48,91.91,60.01,114.44,96,52.93,149.86,69.6523,42.31,20.5,114.02,#N/A,128.37,81.43,72.62,98.75,107.51,#N/A,86.3,193.19,66.43,60.67,63.77,98.67,79.53,63.21,35.26,168.64,30.49,150.69,31.8444,236.25,168.59,48.11,68.2,81.61,103.8,117.0647,50.83,72.04
31/01/2018,250.5,62.16,112.22,74.13,199.76,116.99,13.74,11.56,44.1,73.43,168.37,66.99,65.73,111.59,129.7,262,86.11,39.75,98.77,59.111,58.497,70.34,72.545,#N/A,56.63,54.32,68.78,99.4,63.92,147.7,83.17,168.7,99.67,76.3,186.05,46.385,91.88,161.65,142.17,44.87,41.858,53.63,94.88,30.3133,42.95,68.955,68.32,91.48,28.2664,82.9,115.62,123.63,765.44,170.4,122.68,32.15,38.28,32,56.7,40.4819,72.03,236.852,214.38,73.06,258.53,35.073,347.81,561.8,354.37,1912.05,56.26,123.71,27.96,62.6,248.03,96.41,26.24,55.44,91.46,44.86,34.55,86.56,46.55,103.96,71.79,71.37,71.61,#N/A,46.54,162.78,134.39,45.69,74.79,108.16,53.62,28.18,#N/A,42.44,105.44,377.25,125.35,324.76,156.15,48.85,76.9,168.45,41.54,78.48,45.9,141.69,153.48,44.75,47.59,77.98,74.24,42.53,95.22,38,58.81,80.36,219.47,#N/A,244.67,22.035,31.22,#N/A,34.611,194.87,26.35,112.77,18.9233,188,78.69,101.28,95.85,78.04,166.42,56.77,60.81,41.37,14.55,125.5,111.95,79.8,46.7133,103.12,115,76.44,216.85,85.7305,#N/A,49.05,89.8837,78.5,107.5356,86.1052,99.18,83.97,40.58,137.68,62.53,42.193,126.96,247.85,81.45,72.23,2.2,78.69,115,117.48,29.5523,124.93,455.19,61.61,232.98,134.96,18.76,229.8,51.66,63.09,27.4602,128.01,64.95,83.48,87.3,144.54,200.69,27.48,120.8,262.48,102.36,33.1,#N/A,67.17,32.9,70.42,212.5,79.1458,10.97,9.208,63.5653,#N/A,#N/A,42.41,19.5,62.94,138.74,#N/A,27.23,48.93,222.48,97.0334,58.49,42.41,104.07,83.8,111.78,90.85,267.89,53.7,58.76,94.57,101.16,24.08,59.327,110.33,50.51,16.4,85.65,42.7,200.9,152.8763,34.33,20.76,25.074,23.32,281.83,120.83,16.18,237.54,143.48,187.04,173.67,232.64,90.29,34.58,48.14,73.84,59.5214,21.89,156.3603,150.3,167.9,143.89,36.13,22.49,102.19,35.03,124.66,69.46,126.89,138.19,39.13,115.67,26.15,68.11,119.35,21.4,46.72,117,15.91,17.98,109.8,78.39,30.36,159.38,174.5,191.52,58.6,77.52,66.6,62.66,82.8,161.49,45.06,42.03,354.85,51.65,104.73,17.81,119.84,190.78,18.19,69.27,196.21,147.34,83.52,228.17,44.66,169,#N/A,54.385,171.14,168.88,85.89,56.4964,186.89,48.07,675.26,36.45,47.61,43.72,95.01,95.37,#N/A,281.06,91.36,84.02,44.4,119.12,34.115,161.79,56.55,27.3,99.46,139.23,26.97,61.5,270.3,26.44,40.51,17.11,17.45,39.605,68.22,24.68,143.72,150.88,105.39,340.53,60.74,26.01,66.96,61.45,3178.17,120.32,264.69,74.97,97.6333,76.65,24.74,58.86,51.59,#N/A,#N/A,42.43,49.7067,125.63,57.61,201.42,68.25,91.64,85.32,48.0138,120.3,#N/A,35.112,107.23,102.4,79.95,182.91,158.02,135.24,118.73,31.87,67.6,86.34,54.1,65.11,118.82,72.68,51.87,195.76,31.83,71.77,68.25,38.49,105.82,114.31,64.26,81.4,51.5082,62.91,366.65,19.23,68.8,100.79,57.88,197.29,21.9289,280.59,82.39,133.55,181.1,113.91,174.5,73.58,53.34,55.2,47.35,107.02,148.87,139.037,154,163.37,97.21,66.78,171.31,35.9,45.11,60.8,166.23,56.81,110.17,45.4,90.92,164.38,246.55,39.68,92.61,62.87,111.63,64.9796,126.67,47.04,48,75.22,102.53,190.92,277.75,45.84,23.621,109.67,58.67,208.35,224.11,40.16,76.25,73.4118,316.91,149.92,44.1,55.19,201.51,76.11,36.53,222.1,133.5,67.82,127.32,181.11,236.78,121.5,57.14,12.06,95.97,55.97,114.92,100.05,54.07,166.87,76.3728,42.85,22,124.23,#N/A,135.4,81.04,75.26,106.6,108.67,#N/A,88.43,215.61,64.3,65.78,59.97,100.2,88.98,66.63,37.54,181.42,31.39,160.47,32.4356,269.66,165.59,45.64,72.26,84.59,123.16,123.322,54.03,76.73
28/02/2018,235.51,60.33,115.83,73.13,209.13,114.25,12.11,10.87,44.44,68.59,160.79,67.46,64.5,100.43,121.31,262.52,84.11,38.65,92.26,55.196,55.237,62.95,75.623,#N/A,54.3,54.25,65.58,97.51,57.34,139.33,79.36,156.44,95.16,75.74,183.77,45.695,90.15,159.94,140.32,34.15,44.53,57.59,91.33,29.4133,41.52,67.435,69.11,85.47,27.3984,80.49,117.47,115.32,664.72,156.02,118.15,26.4,39.95,32.1,57.03,39.8677,67.79,216.456,207.2,72.44,270.04,35.335,288.99,549.43,362.21,2034.04,49.08,118.87,27.26,66.2,246.46,100.38,26.32,55.832,93.36,38.77,34.1,79.71,43.05,97.93,69.21,61.92,66.91,#N/A,41.75,154.63,112.01,46.75,72.93,100.86,50.71,27.05,#N/A,41.24,106.61,341.93,111.92,318.41,141.92,49.19,74.59,170.66,44.78,75.49,43.49,129.08,166.16,42.45,43.22,82.02,68.97,36.21,97.22,36.13,54.31,74.89,215.48,#N/A,230.52,23.405,29.08,#N/A,34.213,190.9,24.16,110.06,17.9067,168.17,67.73,97.78,92.19,72.02,160.87,53.9,56.06,30.67,14.035,124.64,100.64,78.83,41.524,94.59,102.64,74.07,222.41,80.7986,#N/A,41.9,85.7486,75.34,100.0232,88.6914,101.08,80.7,42.86,130.45,60.59,44.557,123.7,235.38,77.02,71.06,3.32,75.82,101.42,113.12,27.3858,113,392.1,56.23,223.83,138.44,25.31,240.24,48.73,57,26.412,105.17,64.96,85.05,75.74,148.52,203.18,27.36,113.94,246.41,97.18,33.05,#N/A,62.85,32.33,71.695,199.93,68.0101,10.61,10.094,64.2175,#N/A,#N/A,38.67,18.6,59.24,113.41,#N/A,26.29,44.48,222.45,84.6717,50.55,39.35,91.84,78.73,113.39,85.37,262.93,46.42,52.85,95.57,99.25,21.64,51.887,98.26,45.42,18.59,80.79,38.83,182.27,144.6805,32.46,18.56,20.3445,23.39,271.82,118.57,15.7,262.01,136.8,187.23,161.44,228.02,85.16,32.01,49.29,73.08,56.4251,23.4,148.8432,141.25,166.86,142.15,32.54,21.75,98.33,31.46,117.3,61.06,126.3,129.88,36.87,115.5,25.66,66.2,116.25,21.13,47.01,110.92,14.96,16.2,113.31,67.05,27.12,156.15,172.7,191.86,54.09,72.81,63.31,56.58,76.17,149.75,44.8,39.48,352.44,49.33,89.59,17.67,108.22,189.84,14.52,64.06,202.4,141.21,83.02,203.93,41.12,175.76,#N/A,53.39,157.74,149.23,79.89,51.7002,178.32,46.19,616.22,34.23,44.465,48.81,93.77,85.82,#N/A,239.88,72.3,76.25,43.9,117.06,31.685,166.88,56.02,26.32,106.15,141.52,26.9167,60.55,291.38,25.69,38.2,16.13,16.4,38.0375,67.03,23.13,134.07,139.08,105.87,350.04,56.9,25.86,65.4,60.5,2843.17,124.66,244.19,65.6,92.6133,76.23,23.92,56.33,50.67,#N/A,#N/A,41.09,47.7267,119.2,52.97,178.47,65.13,98.92,79.41,46.1268,109.73,#N/A,34.42,103.55,90.37,76.96,170.23,157.66,138.03,112.44,28.65,62.33,78.52,57.58,60.68,106.32,73.76,48.43,194.44,28.07,80.71,65,34.44,103.05,105.84,61.8067,79.472,47.625,58.11,320.44,19.41,67.18,95.27,57.07,180.8,22.3422,275.09,78.09,126.6,191.8,116.25,157.27,65.64,53.02,53.4,42.37,108.98,161.01,133.86,146.19,153.51,109.25,64.19,159.22,50.05,43.06,57.84,159.19,57.1,106.15,46.25,91.3,162.16,248.98,36.39,84.67,59.65,111.9,60.4979,111.87,50.91,44.65,75.41,103.09,185.95,249.83,45.4,22.871,108.35,59.85,195.89,208.58,41.34,64.93,68.889,288.31,139,37.93,54.35,203.11,74.38,33.62,203.35,130.25,67.79,104.41,175.09,226.16,114.2,54.36,12.49,90.42,48.32,116.02,102.19,47.74,166.03,70.1888,40.32,19.55,122.94,#N/A,117.73,81.34,68.89,90.01,103.16,#N/A,86.32,204.64,59.92,58.41,52.5,87.22,87.04,65.76,35.03,162.43,27.76,157.9,30.3911,261.55,167.5,43.28,74.58,81.38,138.14,112.7768,54.97,80.86
30/03/2018,219.52,59.92,94.65,67.46,216.08,118.55,10.05,11.37,43.76,66.9,159.03,70.98,61.96,92.74,124.89,251.13,85.29,40.86,94.8,51.857,51.59,62.32,72.367,#N/A,56.63,51.96,68.59,93.28,54.42,145.34,82.13,147.94,86.21,75.97,170.48,43.065,91.13,156.69,140.33,38.48,41.945,55.61,84.97,28.53,43.37,63.825,68.73,91.41,26.9078,84.24,125.58,113.48,648.69,164.46,106.25,27.77,39.71,29.99,51.53,30.8807,65.04,211.269,199.48,69.99,250.08,37.76,273.82,541.72,327.88,2080.39,50.23,123.22,27.32,63.25,235.65,109.69,25.44,54.4,93.71,36.77,33,84.18,43.31,95.82,62.68,61.94,65.58,#N/A,41.06,147.38,114.1,47.22,70.31,100.21,53.435,27.4,#N/A,37.73,106.74,311.22,114.04,323.11,136.77,50.36,74.26,170.58,42.89,67.5,41.98,133.11,161.74,45.29,43.43,80.5,71.68,34.17,95.93,36.88,59.29,77.94,227.92,#N/A,228.81,25.465,27.88,#N/A,36.268,188.43,23.98,109.61,18.57,162.09,62.21,97.91,85.25,65.94,155.32,54.81,50.31,31.79,18.54,126.52,105.38,71.93,37.7392,93.55,94.9,67.43,233.56,79.2811,#N/A,43.84,88.8286,77.47,90.6469,86.9528,105.58,79.91,40.24,137.07,63.66,46.507,121.24,219.7,77.37,68.3,4.57,78.78,105.27,114.52,25.8617,117.81,418.14,61.62,240.68,149.72,28.06,256.82,52.59,58.92,27.8167,110.41,63.3,87.36,74.61,144.61,199.42,27.295,116.11,240.11,96.3,31.75,#N/A,70.98,34.01,71.31,202.5,66.3549,11.08,10.716,64.8196,#N/A,#N/A,34.68,17.57,58.93,117.62,#N/A,25.85,45.91,220.9,80.8912,45.06,36.34,89.84,75.39,111.52,84.17,251.86,46.94,51.52,84.3,97,23.23,52.687,98.96,50.62,17.54,78.76,37.36,178.24,138.3613,34.32,18.64,19.2184,21.92,268.83,117.15,15.1,257.76,142.51,191.39,156.66,236.42,83.33,30.68,52.08,72.52,50.5922,23.03,146.5508,136.91,173.35,137.61,32.01,22.83,98.11,32.86,120.95,59.15,124.01,128.15,35.24,109.97,24.33,65.01,118.38,19.55,52.39,110.13,14.4,15.06,109.01,62.29,23.94,161.28,161.75,203.16,58.22,71.9,65.4,58.94,73.06,144.3,42.14,37.95,337.93,49.73,87.75,16.43,105.68,184.36,16.13,73.11,217.44,135.98,82.59,207.3,40.44,175.16,#N/A,53.195,156.38,140.87,80.22,51.9386,159.79,45.89,575.03,35.02,45.68,52.14,91.27,91.24,#N/A,232.22,81.18,75.33,41.73,115.77,28.605,161.3,53.96,24.28,105.3,149.47,28.74,61.69,295.35,25.48,39.07,15.8,16.1,40.8325,66.44,23.91,136.34,135.78,103.13,349.12,52.97,30.53,61.09,57.8975,2800,117,247.38,64.96,97.98,72.67,24.46,56.92,45.75,#N/A,#N/A,43.93,44.1133,112.7,51.39,171.03,61.59,107.39,75.87,45.7508,109.15,#N/A,33.6427,99.4,95.92,79.8,171.78,151.24,146.22,111.6,28.29,60.91,79.28,60.93,62.99,103.55,78.01,50.24,200.39,29.49,70.45,55.41,34.35,100.3,111.8,59.6067,74.21,50.0943,58.98,344.36,18.58,66.23,98.47,57.89,174.2,22.68,280.69,77.98,117.74,191.06,116.3,170.92,64.78,52.22,58.52,42.79,111.22,165.45,130.707,141.95,154.35,100.26,63.59,147.54,52.6,44.66,57.28,153.2,57.89,99.73,44.22,93.36,160.92,240.01,33.53,83.24,59.96,107.97,60.9271,97.78,52.61,44,69.43,99.9,187.17,254.98,45.71,17.742,103.89,58.97,167.74,206.46,40.78,63.02,66.3367,306.94,138.86,35.88,52.04,210.96,73.19,35.62,204.27,134.43,69.47,104.66,172.73,214,118.41,50.5,12.7,92.77,49.53,118.56,104,47.82,162.98,69.7652,41.17,18.32,119.62,#N/A,114.17,81.4,65.47,88.97,100.44,#N/A,84.12,198.65,62.7,52.41,54.43,88.29,92.27,64.17,35,153.11,24.86,152.19,32.3111,282.27,182.36,45.48,76.92,85.13,139.19,105.7822,52.73,83.51
30/04/2018,194.39,58.13,96.55,66.35,221.6,114.45,10.88,12.24,45.57,65.74,162.29,71.65,64.93,96.96,124.57,249.85,77.18,42.95,97.82,50.929,50.867,56.11,78.307,#N/A,58.62,42.93,69.98,98.75,56,136.36,86.58,140.21,90.58,69.8,174.48,41.855,87.35,161.66,142.47,40.95,41.315,49.67,84.58,26.71,45.38,66.1375,69.99,92.82,24.6812,86.89,125.9,118.08,624.52,163,104.81,36.11,40.09,29.92,54.51,28.2137,69.5,226.059,193.73,76.53,253.71,37.728,273.6,521.5,333.56,2178,48.94,121.41,28.72,52.13,229.42,107.21,27.23,56.04,92.03,40.06,40.5,85.4,40.78,90.62,64.17,62.5,63.06,#N/A,41.11,144.36,106.78,45.31,71.29,108.67,54.29,25.33,31.58,38.8,104.19,271.29,125.11,423.33,135.67,46.2,70.34,170.3,44.29,68.27,41.49,117.2,157.68,47.19,43.21,81.82,65.23,31.39,94.58,37.07,65.5,80.13,233.13,#N/A,228.71,25.54,27.02,#N/A,36.666,197.16,23.91,100.87,19.7967,159.86,69.83,100.32,92.86,62.79,135.33,52.22,50.34,36.33,18.295,128.45,105.69,71.25,33.4164,96.53,95.89,66.56,241.73,74.8255,#N/A,44.14,89.6795,80.16,89.9782,89.1411,102.08,75.03,37.88,144.77,65.52,42.453,117.98,235.99,81.07,66.41,4.15,81.59,118.17,114.35,27.3205,112.05,420.79,61.71,239.69,148.09,29.94,232.67,54.18,60.25,28.2945,115.14,63.86,89.59,77.75,163.09,189.11,24.995,115.85,247.2,94.97,33.17,#N/A,70.91,34.4,70.86,207.28,69.0934,11.24,11.072,58.7908,#N/A,#N/A,33.64,15.21,58.67,121.29,#N/A,27.79,45.01,201.31,84.4317,43.74,36.74,88.32,72.23,113.05,86.74,238.33,52.99,53.84,88.09,95.74,23.36,59.577,91.94,56.99,17.05,78.84,38.79,184.8,138.5241,36.25,19.56,14.8559,21.49,294.18,117.43,14.91,243.21,133.66,194.49,142.02,240.93,61.94,31.63,51.62,72.46,48.8215,23.59,138.4606,141.26,184.79,146.927,28.97,23.14,95.76,33.94,119.48,58.09,114.08,126.49,33.87,108.78,24.59,58.9,119.96,19.92,51.68,103.54,14.51,15.82,101.74,56.38,25.19,156.42,170.75,185.06,65.32,73.33,64.23,52.89,70.64,152.52,39.47,31.02,320.84,52.46,82.43,18.58,105.73,182.27,18.25,74.91,198.63,136.68,81.5,194.77,37.87,178.27,#N/A,52.705,167.44,156.21,80.13,56.1341,172,47.67,559.93,31.42,41.83,45.98,93.52,91.46,#N/A,209.88,83.25,71.24,39.5,117.1,27.5,162.2,51.62,26.95,109.83,149.83,29.44,66.58,312.46,27.63,39.29,15.98,16.25,40.9775,68.39,24.39,128.6,143.47,106.75,322.04,53.47,31,61.62,56.225,3100,104.9,256.07,77.26,89.24,73.66,22.08,60.22,45.67,#N/A,#N/A,46.1,42.4467,115.69,49.2,164.62,60.57,114.21,74.61,45.18,100.94,#N/A,34.7044,82,111.31,80.5,201.55,145.61,138.81,105.88,29.1,59.22,72.34,60.29,64.91,106.32,82.35,52.15,201.78,30.36,67.4,51.01,32.5,101.2,109.85,59.8333,70.866,48.9129,58.85,303.68,18.7,64.68,94.64,60.75,164.53,21.5644,264.19,80.85,108.19,188.6,120.99,160.23,68.56,55.68,57.89,43.85,111.8,166.14,122.553,127.15,156.34,86.76,61.35,145.25,52.65,46.12,52.83,141.59,57.57,99.78,44.81,94.52,169.42,299.61,33.17,85.51,62.54,113.82,60.3981,99.71,53.77,46.97,72.6,91.75,187.09,267.88,32.55,19.593,101.43,62.14,171.82,210.35,42.425,68,65.0799,320.57,131.6,34.6,52.8,218.92,70.1,36.15,250.91,133.63,67.54,113.5,150,236.4,114.2,50.45,12.87,110.93,51.42,117.42,106.45,49.35,153.16,76.1186,38.76,18.18,126.88,#N/A,111.69,88.81,66.45,88.46,100.33,#N/A,81.29,188.41,64.28,51.96,53.44,88.21,78.79,59.16,36.78,154.95,25.73,148.51,33.1378,281.35,186.19,46.84,72.9,87.1,134.83,111.7291,54.75,83.48
